"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Mar 04 11:48:29 GMT 2025","Tue Mar 04 11:48:36 GMT 2025","6653","","","","","","Navigate to Supported Product and assert text -- @1.1 ",""
